1, none, minecraft:the_void, MONSTER, mowziesmobs:grottol, 10, 1, 1
1557, nether, powder_and_more_remastered:pumice_country, MONSTER, minecraft:zombified_piglin, 10, 1, 4
1558, nether, powder_and_more_remastered:pumice_country, MONSTER, minecraft:ghast, 7, 4, 4
1559, nether, powder_and_more_remastered:pumice_country, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1560, nether, powder_and_more_remastered:pumice_country, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1561, nether, powder_and_more_remastered:pumice_country, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1562, mountain, powder_and_more_remastered:astroid_yard, MONSTER, mowziesmobs:grottol, 10, 1, 1
1563, mountain, powder_and_more_remastered:astroid_yard, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1564, mountain, powder_and_more_remastered:astroid_yard, MONSTER, midnight_madness:necromancer, 10, 1, 2
1565, mountain, powder_and_more_remastered:astroid_yard, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1566, mountain, powder_and_more_remastered:astroid_yard, MONSTER, turrets:missile, 20, 4, 4
1567, mountain, powder_and_more_remastered:astroid_yard, MONSTER, quark:stoneling, 80, 1, 1
1568, mountain, powder_and_more_remastered:astroid_yard, MONSTER, quark:toretoise, 80, 2, 4
1569, mountain, powder_and_more_remastered:astroid_yard, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1570, mountain, powder_and_more_remastered:astroid_yard, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1571, mountain, powder_and_more_remastered:astroid_yard, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1572, desert, powder_and_more_remastered:moon_desert, MONSTER, mowziesmobs:grottol, 10, 1, 1
1573, desert, powder_and_more_remastered:moon_desert, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1574, desert, powder_and_more_remastered:moon_desert, MONSTER, midnight_madness:necromancer, 10, 1, 2
1575, desert, powder_and_more_remastered:moon_desert, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1576, desert, powder_and_more_remastered:moon_desert, MONSTER, turrets:missile, 20, 4, 4
1577, desert, powder_and_more_remastered:moon_desert, MONSTER, quark:stoneling, 80, 1, 1
1578, desert, powder_and_more_remastered:moon_desert, MONSTER, quark:toretoise, 80, 2, 4
1579, desert, powder_and_more_remastered:moon_desert, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1580, desert, powder_and_more_remastered:moon_desert, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1581, desert, powder_and_more_remastered:moon_desert, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1582, plains, powder_and_more_remastered:burtrixe_plains, MONSTER, mowziesmobs:grottol, 10, 1, 1
1583, plains, powder_and_more_remastered:burtrixe_plains, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1584, plains, powder_and_more_remastered:burtrixe_plains, MONSTER, midnight_madness:necromancer, 10, 1, 2
1585, plains, powder_and_more_remastered:burtrixe_plains, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1586, plains, powder_and_more_remastered:burtrixe_plains, MONSTER, turrets:missile, 20, 4, 4
1587, plains, powder_and_more_remastered:burtrixe_plains, MONSTER, quark:stoneling, 80, 1, 1
1588, plains, powder_and_more_remastered:burtrixe_plains, MONSTER, quark:toretoise, 80, 2, 4
1589, plains, powder_and_more_remastered:burtrixe_plains, CREATURE, minecraft:zombie, 20, 4, 4
1590, plains, powder_and_more_remastered:burtrixe_plains, CREATURE, powder_and_more_remastered:bull, 20, 4, 4
1591, plains, powder_and_more_remastered:burtrixe_plains, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1592, plains, powder_and_more_remastered:burtrixe_plains, CREATURE, minecraft:zombie, 20, 4, 4
1593, plains, powder_and_more_remastered:burtrixe_plains, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1594, plains, powder_and_more_remastered:burtrixe_plains, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1595, plains, powder_and_more_remastered:burtrixe_plains, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1596, forest, powder_and_more_remastered:burtrixe_forest, MONSTER, mowziesmobs:grottol, 10, 1, 1
1597, forest, powder_and_more_remastered:burtrixe_forest, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1598, forest, powder_and_more_remastered:burtrixe_forest, MONSTER, midnight_madness:necromancer, 10, 1, 2
1599, forest, powder_and_more_remastered:burtrixe_forest, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1600, forest, powder_and_more_remastered:burtrixe_forest, MONSTER, turrets:missile, 20, 4, 4
1601, forest, powder_and_more_remastered:burtrixe_forest, MONSTER, quark:stoneling, 80, 1, 1
1602, forest, powder_and_more_remastered:burtrixe_forest, MONSTER, quark:toretoise, 80, 2, 4
1603, forest, powder_and_more_remastered:burtrixe_forest, CREATURE, minecraft:zombie, 20, 4, 4
1604, forest, powder_and_more_remastered:burtrixe_forest, CREATURE, powder_and_more_remastered:bull, 20, 4, 4
1605, forest, powder_and_more_remastered:burtrixe_forest, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1606, forest, powder_and_more_remastered:burtrixe_forest, CREATURE, minecraft:zombie, 20, 4, 4
1607, forest, powder_and_more_remastered:burtrixe_forest, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1608, forest, powder_and_more_remastered:burtrixe_forest, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1609, forest, powder_and_more_remastered:burtrixe_forest, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1610, ocean, powder_and_more_remastered:burtrixe_ocean, MONSTER, mowziesmobs:grottol, 10, 1, 1
1611, ocean, powder_and_more_remastered:burtrixe_ocean, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1612, ocean, powder_and_more_remastered:burtrixe_ocean, MONSTER, midnight_madness:necromancer, 10, 1, 2
1613, ocean, powder_and_more_remastered:burtrixe_ocean, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1614, ocean, powder_and_more_remastered:burtrixe_ocean, MONSTER, turrets:missile, 20, 4, 4
1615, ocean, powder_and_more_remastered:burtrixe_ocean, MONSTER, quark:stoneling, 80, 1, 1
1616, ocean, powder_and_more_remastered:burtrixe_ocean, MONSTER, quark:toretoise, 80, 2, 4
1617, ocean, powder_and_more_remastered:burtrixe_ocean, CREATURE, minecraft:cod, 20, 4, 4
1618, ocean, powder_and_more_remastered:burtrixe_ocean, CREATURE, minecraft:zombie, 20, 4, 4
1619, ocean, powder_and_more_remastered:burtrixe_ocean, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1620, ocean, powder_and_more_remastered:burtrixe_ocean, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1621, ocean, powder_and_more_remastered:burtrixe_ocean, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1622, beach, powder_and_more_remastered:burtrixe_beach, MONSTER, mowziesmobs:grottol, 10, 1, 1
1623, beach, powder_and_more_remastered:burtrixe_beach, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1624, beach, powder_and_more_remastered:burtrixe_beach, MONSTER, midnight_madness:necromancer, 10, 1, 2
1625, beach, powder_and_more_remastered:burtrixe_beach, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1626, beach, powder_and_more_remastered:burtrixe_beach, MONSTER, turrets:missile, 20, 4, 4
1627, beach, powder_and_more_remastered:burtrixe_beach, MONSTER, quark:stoneling, 80, 1, 1
1628, beach, powder_and_more_remastered:burtrixe_beach, MONSTER, quark:toretoise, 80, 2, 4
1629, beach, powder_and_more_remastered:burtrixe_beach, CREATURE, minecraft:zombie, 20, 4, 4
1630, beach, powder_and_more_remastered:burtrixe_beach, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1631, beach, powder_and_more_remastered:burtrixe_beach, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1632, beach, powder_and_more_remastered:burtrixe_beach, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1633, mountain, powder_and_more_remastered:burtrixe_mountains, MONSTER, minecraft:goat, 20, 4, 4
1634, mountain, powder_and_more_remastered:burtrixe_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
1635, mountain, powder_and_more_remastered:burtrixe_mountains, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1636, mountain, powder_and_more_remastered:burtrixe_mountains, MONSTER, midnight_madness:necromancer, 10, 1, 2
1637, mountain, powder_and_more_remastered:burtrixe_mountains, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1638, mountain, powder_and_more_remastered:burtrixe_mountains, MONSTER, turrets:missile, 20, 4, 4
1639, mountain, powder_and_more_remastered:burtrixe_mountains, MONSTER, quark:stoneling, 80, 1, 1
1640, mountain, powder_and_more_remastered:burtrixe_mountains, MONSTER, quark:toretoise, 80, 2, 4
1641, mountain, powder_and_more_remastered:burtrixe_mountains, CREATURE, minecraft:zombie, 20, 4, 4
1642, mountain, powder_and_more_remastered:burtrixe_mountains, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1643, mountain, powder_and_more_remastered:burtrixe_mountains, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1644, mountain, powder_and_more_remastered:burtrixe_mountains, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1645, desert, powder_and_more_remastered:mars_desert, MONSTER, mowziesmobs:grottol, 10, 1, 1
1646, desert, powder_and_more_remastered:mars_desert, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1647, desert, powder_and_more_remastered:mars_desert, MONSTER, midnight_madness:necromancer, 10, 1, 2
1648, desert, powder_and_more_remastered:mars_desert, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1649, desert, powder_and_more_remastered:mars_desert, MONSTER, turrets:missile, 20, 4, 4
1650, desert, powder_and_more_remastered:mars_desert, MONSTER, quark:stoneling, 80, 1, 1
1651, desert, powder_and_more_remastered:mars_desert, MONSTER, quark:toretoise, 80, 2, 4
1652, desert, powder_and_more_remastered:mars_desert, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1653, desert, powder_and_more_remastered:mars_desert, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1654, desert, powder_and_more_remastered:mars_desert, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1655, beach, powder_and_more_remastered:wrecked_beach, MONSTER, mowziesmobs:grottol, 10, 1, 1
1656, beach, powder_and_more_remastered:wrecked_beach, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1657, beach, powder_and_more_remastered:wrecked_beach, MONSTER, midnight_madness:necromancer, 10, 1, 2
1658, beach, powder_and_more_remastered:wrecked_beach, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1659, beach, powder_and_more_remastered:wrecked_beach, MONSTER, turrets:missile, 20, 4, 4
1660, beach, powder_and_more_remastered:wrecked_beach, MONSTER, quark:stoneling, 80, 1, 1
1661, beach, powder_and_more_remastered:wrecked_beach, MONSTER, quark:toretoise, 80, 2, 4
1662, beach, powder_and_more_remastered:wrecked_beach, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1663, beach, powder_and_more_remastered:wrecked_beach, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1664, beach, powder_and_more_remastered:wrecked_beach, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1665, underground, quark:glimmering_weald, MONSTER, minecraft:spider, 80, 4, 4
1666, underground, quark:glimmering_weald, MONSTER, minecraft:zombie, 80, 4, 4
1667, underground, quark:glimmering_weald, MONSTER, minecraft:zombie_villager, 10, 1, 1
1668, underground, quark:glimmering_weald, MONSTER, minecraft:skeleton, 80, 4, 4
1669, underground, quark:glimmering_weald, MONSTER, minecraft:creeper, 80, 4, 4
1670, underground, quark:glimmering_weald, MONSTER, minecraft:slime, 80, 4, 4
1671, underground, quark:glimmering_weald, MONSTER, minecraft:enderman, 5, 1, 4
1672, underground, quark:glimmering_weald, MONSTER, minecraft:witch, 5, 1, 1
1673, underground, quark:glimmering_weald, MONSTER, mowziesmobs:grottol, 10, 1, 1
1674, underground, quark:glimmering_weald, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1675, underground, quark:glimmering_weald, MONSTER, midnight_madness:necromancer, 10, 1, 2
1676, underground, quark:glimmering_weald, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1677, underground, quark:glimmering_weald, MONSTER, turrets:missile, 20, 4, 4
1678, underground, quark:glimmering_weald, MONSTER, quark:stoneling, 80, 1, 1
1679, underground, quark:glimmering_weald, MONSTER, quark:toretoise, 80, 2, 4
1680, underground, quark:glimmering_weald, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1681, underground, quark:glimmering_weald, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1682, underground, quark:glimmering_weald, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1683, underground, quark:glimmering_weald, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1684, underground, quark:glimmering_weald, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1685, underground, quark:glimmering_weald, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1686, underground, quark:glimmering_weald, AMBIENT, minecraft:bat, 10, 8, 8
1687, underground, quark:glimmering_weald, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1688, underground, quark:glimmering_weald, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 20, 4, 6
1689, forest, integrateddynamics:meneglin, MONSTER, minecraft:spider, 80, 4, 4
1690, forest, integrateddynamics:meneglin, MONSTER, minecraft:zombie, 80, 4, 4
1691, forest, integrateddynamics:meneglin, MONSTER, minecraft:zombie_villager, 10, 1, 1
1692, forest, integrateddynamics:meneglin, MONSTER, minecraft:skeleton, 80, 4, 4
1693, forest, integrateddynamics:meneglin, MONSTER, minecraft:creeper, 80, 4, 4
1694, forest, integrateddynamics:meneglin, MONSTER, minecraft:slime, 80, 4, 4
1695, forest, integrateddynamics:meneglin, MONSTER, minecraft:enderman, 5, 1, 4
1696, forest, integrateddynamics:meneglin, MONSTER, minecraft:witch, 5, 1, 1
1697, forest, integrateddynamics:meneglin, MONSTER, mowziesmobs:grottol, 10, 1, 1
1698, forest, integrateddynamics:meneglin, MONSTER, midnight_madness:underworld_horror, 10, 1, 1
1699, forest, integrateddynamics:meneglin, MONSTER, midnight_madness:necromancer, 10, 1, 2
1700, forest, integrateddynamics:meneglin, MONSTER, midnight_madness:fallen_king, 10, 1, 1
1701, forest, integrateddynamics:meneglin, MONSTER, turrets:missile, 20, 4, 4
1702, forest, integrateddynamics:meneglin, MONSTER, quark:stoneling, 80, 1, 1
1703, forest, integrateddynamics:meneglin, MONSTER, quark:toretoise, 80, 2, 4
1704, forest, integrateddynamics:meneglin, MONSTER, mekanismadditions:baby_creeper, 50, 2, 2
1705, forest, integrateddynamics:meneglin, MONSTER, mekanismadditions:baby_enderman, 10, 1, 2
1706, forest, integrateddynamics:meneglin, MONSTER, mekanismadditions:baby_skeleton, 50, 2, 2
1707, forest, integrateddynamics:meneglin, CREATURE, minecraft:sheep, 12, 4, 4
1708, forest, integrateddynamics:meneglin, CREATURE, minecraft:pig, 10, 4, 4
1709, forest, integrateddynamics:meneglin, CREATURE, minecraft:chicken, 10, 4, 4
1710, forest, integrateddynamics:meneglin, CREATURE, minecraft:cow, 10, 4, 4
1711, forest, integrateddynamics:meneglin, CREATURE, minecraft:rabbit, 10, 2, 3
1712, forest, integrateddynamics:meneglin, CREATURE, powder_and_more_remastered:bull, 20, 3, 6
1713, forest, integrateddynamics:meneglin, CREATURE, powder_and_more_remastered:partyslime, 14, 1, 1
1714, forest, integrateddynamics:meneglin, CREATURE, powder_and_more_remastered:quineslime, 20, 4, 4
1715, forest, integrateddynamics:meneglin, AMBIENT, minecraft:bat, 10, 8, 8
1716, forest, integrateddynamics:meneglin, AMBIENT, mowziesmobs:lantern, 10, 2, 4
1717, forest, integrateddynamics:meneglin, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
